title,description,website,main_cat_1,main_cat_2,tag_1,tag_2,tag_3,tags
Guru,Find & Hire Freelancers,https://www.guru.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,"[""USA"",""UNITED STATES"",""FUNDING""]"
Gust,Gust is a global SaaS funding platform for the sourcing and management of early-stage investments.,https://gust.com,BUSINESS TOOLS,,STARTUPS,FUNDING OPPORTUNITIES,,
H-FARM,"A one-of-a-kind hub where Human Factor, Entrepreneurship, Innovation and Education are combined together",https://www.h-farm.com/en,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Hack League,Get a developer job you love,https://www.hackleague.io/,PERSONAL & PROFESSIONAL DEV,,,,,
Hadoop Apache,A framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models.,http://hadoop.apache.org/,DEVELOPER TOOLS,,,,,"[""PHOTO STOCKS""]"
Hallo Freelance – XING,Get direct access to the best experts - with IntelligentMatch™ in Germany's largest business network.,https://www.hallofreelancer.com/,BUSINESS TOOLS,,,,,
Hansard – United Kingdom (UK),The official report of all parliamentary debates,https://hansard.parliament.uk,,,,,,
Hapi Dev,"Build powerful, scalable applications, with minimal overhead and full out-of-the-box functionality",https://hapi.dev/,DEVELOPER TOOLS,,,,,
Harvard Deusto,,https://www.harvard-deusto.com,ENTREPRENEURIAL RESOURCES,,,,,
HarvardX,"A University-wide strategic initiative, overseen by the Office of the Vice Provost for Advances in Learning, to enable faculty to build and create open online learning experiences for residential and online use, and to enable groundbreaking research in online pedagogies.",https://harvardx.harvard.edu,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Hashtagify,Boost your #success through hashtag marketing,https://hashtagify.me/hashtag/tbt,MARKETING,,ANALYTICS,,,
Hashtags ORG,"Hashtag Analytics for your Brand, Business, Product, Service, Event or Blog",https://www.hashtags.org/,MARKETING,,ANALYTICS,,,
Hashtracking,"Simple, Intelligent, Analytics for Social Media Campaigns & Events",https://www.hashtracking.com/,MARKETING,,ANALYTICS,SOCIAL MEDIA,,
Have I Been Pwned,Check if you have an account that has been compromised in a data breach,https://haveibeenpwned.com/,RESOURCE BASES,,SECURITY,PRIVACY,EMAIL,
Hazloposible – Spain,,http://www.hazloposible.org/en/,,,,,,
Hello Jarvis,He reminds you to do things.,http://hellojarvis.io/,BUSINESS TOOLS,,CHATBOT,SOCIAL MEDIA,,
Help Freely Shop,Free fundraising service for nonprofits and supporters,https://www.helpfreely.org/en/,,,FUNDING,,,
Hide me,Free Anonymous Proxy Browser,https://hide.me/en/proxy,,,,,,
Hide My Ass Proxy,Access blocked websites with the HMA! free proxy,https://www.hidemyass.com/en-eu/proxy,,,,,,"[""UK"",""UNITED KINGDOM""]"
Hidester Proxy,Best Free Web Proxy,https://hidester.com/proxy/,,,,,,
Highcharts,Highcharts makes it easy for developers to set up interactive charts in their web pages,https://www.highcharts.com/,DEVELOPER TOOLS,,DATA VISUALIZATION,,,
Highcharts Cloud,Unleash your data's storytelling potential,https://cloud.highcharts.com/,BUSINESS TOOLS,,,,,"[""ONLINE LEARNING"",""EDUCATION"",""MOOCs""]"
HighTechXL,Enabling Innovation & Entrepreneurship,https://www.hightechxl.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Hipmunk,Don't let travel planning drive you nuts,https://www.hipmunk.com/,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,
Hired,Get matched with a job you love.,https://hired.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Holded,Business Operating System for modern companies,https://www.holded.com/,ACCOUNTING & FINANCE,BUSINESS TOOLS,,,,
Holded,Business Operating System for modern companies,https://www.holded.com/,BUSINESS TOOLS,,,,,"[""SPAIN""]"
HOLLIS Harvard – United States,,https://hollis.harvard.edu/,ENTREPRENEURIAL RESOURCES,,,,,
HoloViews,An open-source Python library designed to make data analysis and visualization seamless and simple.,http://holoviews.org/,DEVELOPER TOOLS,,DATA VISUALIZATION,,,"[""NONPROFIT"",""FUNDING""]"
Holvi,Holvi is digital banking for freelancers and small business owners.,https://about.holvi.com,,,BANKING,,,
Honey Pot,Honeypot is Europe’s tech-focused job platform.,https://www.honeypot.io,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Hootsuite,Save time managing your Social Content,https://hootsuite.com,MARKETING,,SOCIAL MEDIA,ANALYTICS,,
Horizon 2020 – European Commission,EU Research & Innovation Programme,https://ec.europa.eu/programmes/horizon2020/,,,FUNDING,,,
Hortonworks,The Industry Leader in Connected Data Platforms,https://hortonworks.com/,DEVELOPER TOOLS,,,,,
How Germany Ticks,Your link to Germany,https://www.deutschland.de/en,RESOURCE BASES,,RESEARCH,,,
HTML Color Codes,"Get HTML color codes, Hex color codes, RGB and HSL values with our color picker, color chart and HTML color names.",https://htmlcolorcodes.com,CREATIVE,,BRANDING,,,
HTML5 UP,Makes spiffy HTML5 site templates,https://html5up.net/,CREATIVE,,WEBSITE,,,
Hubspot,"Marketing, sales, and service software that helps your business grow without compromise",https://www.hubspot.com/,BUSINESS TOOLS,,,,,
Hubud,Ubud (Bali) Co-Working Space,https://hubud.org,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,,,,
Hufsy Banking,Business banking reinvented.,https://www.hufsy.com/en,,,BANKING,,,"[""UNITED STATES"",""USA""]"
Humanitarian ID,Global Directory of Humanitarian Professionals,https://humanitarian.id,,,,,,
Humanity,"Build optimized, compliant work schedules.
Integrated with your existing Human Capital Management platform.
Manageable via any mobile device.",https://www.humanity.com/,BUSINESS TOOLS,,,,,
HumanSurge Network,,https://www.humansurge.org/en,,,,,,
Hunter E-Mail Finder,"Find the email address of any professional with the most advanced email-finding tool.
",https://hunter.io/email-finder,BUSINESS TOOLS,,,,,
Hustle,Peer-to-peer Text Messaging Tool,https://hustle.com/non-profit/,,,,,,
I/O Ventures,Early stage seed fund that focuses heavily on mentorship,http://ventures.io/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
IBM,What is Blockchain,https://www.ibm.com/blockchain/what-is-blockchain.html,BUSINESS TOOLS,,BLOCKCHAIN,,,
IBM Cloud Garage Method,Take free online courses on application development with IBM Cloud. Learn how to apply the agile methodology to your organization and streamline your deployment process.,https://www.ibm.com/cloud/garage/category/courses,PERSONAL & PROFESSIONAL DEV,,MOOCS,PROGRAMMING,,
IBM World Community Grid,Volunteers are helping scientists find better childhood cancer treatments and more,https://www.ibm.com/thought-leadership/world-community-grid/,RESOURCE BASES,DEVELOPER TOOLS,COMMUNITY,,,
ICO Alert,"Consultation, advisory and content for blockchain startups",https://www.icoalert.com,RESOURCE BASES,,BLOCKCHAIN,,,
Icons8,Free design resources and software,https://icons8.com,CREATIVE,,TEMPLATES,ICONS,,
ICRadio,Personal finance podcast all about achieving your financial goals and living a better life.,https://www.icradio.co.uk,,,PODCASTS,,,
iDE Global,Activating family farms,https://www.ideglobal.org,PERSONAL & PROFESSIONAL DEV,,,,,
IdeaLab!,IdeaLab! is Europe’s premier student-led startup conference designed to connect young founders and upcoming founders with top-tier investors and forward thinking companies.,https://www.idealab.io/,,,,,,
Idealist,Find the perfect opportunity to change the world.,https://www.idealist.org/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
IFTTT,IFTTT is the free way to get all your apps and devices talking to each other.,https://ifttt.com/,BUSINESS TOOLS,,,,,
IM Creator,"A curated collection of free web design resources, all for commercial use.",http://imcreator.com/free,CREATIVE,,PHOTO STOCKS,,,
Image Base,Thousands of free images,http://imagebase.net/,CREATIVE,,PHOTO STOCKS,,,
Image Compressor,This online image optimizer uses a smart combination of the best optimization and lossy compression algorithms to shrink JPEG and PNG images to the minimum possible size while keeping the required level of quality.,https://imagecompressor.com/,DEVELOPER TOOLS,,,,,"[""BLOCKCHAIN""]"
Image Magick,"Create, edit, compose, or convert bitmap images.",https://imagemagick.org/,DEVELOPER TOOLS,,,,,"[""ONLINE LEARNING"",""EDUCATION"",""MOOCs""]"
Image Optimizer,"Using this free online service, you can resize, compress and optimize your image files.",http://www.imageoptimizer.net/Pages/Home.aspx,DEVELOPER TOOLS,,,,,
ImageOptim,Removes bloated metadata. Saves disk space & bandwidth by compressing images without losing quality.,https://imageoptim.com/mac,DEVELOPER TOOLS,,,,,"[""BLOCKCHAIN"",""STARTUPS""]"
Imagine K12,The education vertical within Y Combinator,http://www.imaginek12.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
IMGOnline,Make progressive JPEG image without loss of quality online,https://www.imgonline.com.ua/eng/make-jpeg-progressive-without-compression.php,DEVELOPER TOOLS,,,,,
Impact Assessment Institute,The Institute for Impact Assessment and Scientific Evaluation of Policy and Legislation,http://www.impactassessmentinstitute.org,NONPROFITS,,,,,
Impact Cloud,An alliance of cloud technology vendors eager to help humanitarian organizations make the most of these trends,https://www.impactcloud.org/,RESOURCE BASES,,NONPROFITS,CLOUD,,
Impact Hub,We are one of the world’s largest networks focused on building entrepreneurial communities for impact at scale,http://www.impacthub.net,RESOURCE BASES,,,,,
Impact Pool,We gather top talents to solve global challenges,https://www.impactpool.org,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Indeed,"Search job sites, newspapers, associations and company career pages.",https://www.indeed.com/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Index Ventures,Index helps the most ambitious entrepreneurs turn bold ideas into global businesses.,https://www.indexventures.com,RESOURCE BASES,PERSONAL & PROFESSIONAL DEV,CAREER,,,
Indiegogo Crowdfunding,,https://www.indiegogo.com,ENTREPRENEURIAL RESOURCES,,FUNDING,,,
Info Empleo (Spanish),You are closer to your next job,https://www.infoempleo.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Infogram,"Beautiful charts, maps, graphics, and dashboards are a snap with Infogram",https://infogram.com,CREATIVE,,,,,
InforMEA,Access information on Multilateral Environmental Agreements,https://www.informea.org/,ENTREPRENEURIAL RESOURCES,,,,,
InfoShare Tech Conference,The biggest tech conference in CEE,https://infoshare.pl,,,,,,
InfusionSoft,We're in the business of helping you grow yours,https://www.infusionsoft.com/,BUSINESS TOOLS,,,,,
Innov8rs,The #1 Glocal Community for Corporate Innovators,https://innov8rs.co,,,EVENTS,,,
Innovators Program,The only accelerator for both startup founders and internal innovators,http://www.innovatorsprogram.co/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
InoERP,inoERP is an open source web based enterprise management system.,http://inoideas.org/,BUSINESS TOOLS,DEVELOPER TOOLS,,,,
Institut Français des Relations Internationales (IFRI),,https://www.ifri.org/en,NONPROFITS,,,,,
Institute for Government,Working to make Government more Effective,https://www.instituteforgovernment.org.uk,NONPROFITS,,,,,
Instituto Español de Comercio Exterior (ICEX) – Spain,ICEX Spain Export and Investment is a national public business entity whose mission is to promote the internationalization of Spanish companies and the promotion of foreign investment.,https://www.icex.es/icex/es/index.html,RESOURCE BASES,,RESEARCH,,,
Integromat,Integromat is the most advanced online automation platform.,https://www.integromat.com/en/,DEVELOPER TOOLS,,ETL,DATA,AUTOMATION TOOLS,
Inter-university Consortium for Political and Social Research (ICPSR),Sharing data to advance science,https://www.icpsr.umich.edu/icpsrweb/,NONPROFITS,,,,,
Intercom,Only Intercom gives you a totally customizable messaging suite to drive growth at every stage of the lifecycle.,https://www.intercom.com/,BUSINESS TOOLS,,,,,
International Bridges to Justice (IBJ),,https://www.ibj.org,,,,,,
International Civil Aviation Organization (ICAO),"A UN specialized agency, established by States in 1944 to manage the administration and governance of the Convention on International Civil Aviation (Chicago Convention).",https://www.icao.int/Pages/default.aspx,,,,,,
International Commission on Missing Persons (ICMP),"ICMP works with governments, civil society organizations, justice institutions, international organizations and others throughout the world to address the issue of people who have gone missing as a result of armed conflict, human rights abuses, disasters, organized crime, irregular migration and other causes.",https://www.icmp.int,,,,,,
International Committee of the Red Cross (ICRC),"Operates worldwide, helping people affected by conflict and armed violence and promoting the laws that protect victims of war.",https://www.icrc.org/en,,,,,,
International Conference on Sustainable Development (ICSD),"The International Conference on Sustainable Development (ICSD) provides a forum for academia, government, civil society, UN agencies, and the private sector to come together to share practical solutions to achieve the Sustainable Development Goals (SDGs).",http://ic-sd.org,,,,,,
International Development and Consulting (DevNet) Jobs,Your job search in the international development sector,http://www.devnetjobs.org,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
International Energy Agency (IEA) Statistics,Global energy data at your fingertips,https://www.iea.org/statistics/,RESOURCE BASES,,COUNTRY PROFILES,ENERGY,,
International Forum,"The International Forum is an exciting annual gathering where the best ideas and practices for global development are shared. The Forum brings together government delegates, northern international cooperation organizations, southern civil society actors, and representatives from the private sector, as well as youth, researchers and international development specialists.",https://internationalforum.ca,,,EVENTS,,,
International Fund for Agricultural Development (IFAD),"An international financial institution and specialized United Nations agency based in Rome, the UN’s food and agriculture hub.",https://www.ifad.org,,,,,INTL ORG,"[""SPAIN""]"
International Institute for Applied Systems Analysis (IIASA),,http://www.iiasa.ac.at,NONPROFITS,,,,,
International Institute for the Unification of Private Law (UNIDROIT),The International Institute for the Unification of Private Law (UNIDROIT) is an independent intergovernmental Organisation with its seat in the Villa Aldobrandini in Rome.,https://www.unidroit.org,LEGAL,,,,,
International Labour Organization (ILO),The latest decent work statistics by country,https://ilostat.ilo.org/data/country-profiles/,RESOURCE BASES,,COUNTRY PROFILES,,INTL ORG,
International Maritime Organization (IMO),The United Nations specialized agency with responsibility for the safety and security of shipping and the prevention of marine and atmospheric pollution by ships.,http://www.imo.org/en/Pages/Default.aspx,,,,,INTL ORG,
International Monetary Fund (IMF),"An organization of 189 countries, working to foster global monetary cooperation, secure financial stability, facilitate international trade, promote high employment and sustainable economic growth, and reduce poverty around the world.",https://www.imf.org/external/index.htm,,,,,INTL ORG,
International Monetary Fund (IMF) Data,"The International Monetary Fund (IMF) is an organization of 189 countries, working to foster global monetary cooperation, secure financial stability, facilitate international trade, promote high employment and sustainable economic growth, and reduce poverty around the world.",https://www.imf.org/en/Data,RESOURCE BASES,,COUNTRY PROFILES,TRADE,INTL ORG,
